Date,SPY,IWM,EFA,EEM,VNQ,TLT,IEF,LQD,GLD,DBC,SHY
2019-02-27,249.1479949951172,142.95779418945312,51.27073287963867,36.397159576416016,63.20178985595703,96.404052734375,86.68706512451172,88.33637237548828,124.69000244140625,13.702701568603516,70.30435180664062
2019-02-28,248.68389892578125,142.46710205078125,51.199031829833984,35.92314529418945,63.36778259277344,96.07585144042969,86.4628677368164,88.21473693847656,123.98999786376953,13.66844367980957,70.28765106201172
2019-03-01,250.2366943359375,143.7937774658203,51.47785949707031,35.965476989746094,63.17159652709961,95.18777465820312,86.17908477783203,88.06068420410156,121.87999725341797,13.514289855957031,70.24049377441406
2019-03-04,249.32650756835938,142.49435424804688,51.286659240722656,36.01625442504883,63.458290100097656,95.93387603759766,86.44539642333984,88.25897979736328,121.55999755859375,13.557110786437988,70.25729370117188
2019-03-05,248.98731994628906,141.83096313476562,51.3344612121582,36.37176513671875,63.63181686401367,96.1344223022461,86.49530792236328,88.28947448730469,121.72000122070312,13.62562370300293,70.2657241821289
2019-03-06,247.4793243408203,139.0503692626953,51.20699691772461,36.16861343383789,63.33760070800781,96.48736572265625,86.73661041259766,88.37337493896484,121.61000061035156,13.54854679107666,70.316162109375
2019-03-07,245.40895080566406,137.8326416015625,50.55377197265625,35.49991989135742,63.20178985595703,97.11309051513672,87.02782440185547,88.66317749023438,121.51000213623047,13.514289855957031,70.3750228881836
2019-03-08,244.91815185546875,137.79637145996094,50.561737060546875,35.24599075317383,63.26966857910156,97.52217102050781,87.1526870727539,88.77757263183594,122.83999633789062,13.505724906921387,70.4002456665039
2019-03-11,248.46983337402344,140.20437622070312,50.999881744384766,35.906211853027344,64.19766998291016,97.23341369628906,87.08611297607422,88.87670135498047,122.23999786376953,13.522852897644043,70.38343048095703
2019-03-12,249.40675354003906,140.2770538330078,50.968017578125,36.09242248535156,64.49192810058594,97.91525268554688,87.32740020751953,89.12075805664062,122.9800033569336,13.608495712280273,70.40866088867188
2019-03-13,251.05767822265625,140.8314208984375,51.406158447265625,36.134761810302734,64.80880737304688,97.73075866699219,87.29412078857422,88.975830078125,123.83999633789062,13.694136619567871,70.41709899902344
2019-03-14,250.89698791503906,140.25894165039062,51.398197174072266,35.94007110595703,64.9068603515625,97.02483367919922,87.16929626464844,88.80047607421875,122.41000366210938,13.634187698364258,70.43389129638672
2019-03-15,252.13656616210938,140.6314697265625,51.95583724975586,36.464874267578125,64.70316314697266,97.66658782958984,87.44391632080078,89.12075805664062,122.97000122070312,13.634187698364258,70.45912170410156
2019-03-18,253.0508575439453,141.53106689453125,52.13905334472656,36.87116622924805,64.37873077392578,97.61043548583984,87.32740020751953,89.07502746582031,123.04000091552734,13.702701568603516,70.44224548339844
